title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Todo De Ti,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,10340,do,0.78,0.719,3.0,-3.613,0.0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604.0,4.0
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",2BEcap3xJtmiPaHKyfQi4e,10078,do,0.734,0.846,9.0,-3.425,0.0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884.0,4.0
Linda,"Tokischa, ROSALÍA",1ahCrpeTt94LL7y1aXw0Y8,9924,do,0.891,0.751,2.0,-3.15,1.0,0.124,0.0685,0.000598,0.19,0.711,115.046,144019.0,4.0
Cúrame,Rauw Alejandro,3PwRuzdphgedcWVUOVYJ7I,9889,do,0.765,0.625,9.0,-3.599,0.0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706.0,4.0
Uva Bombom,"Rochy RD, El Chuky De Lewa",0ynhqjP6gIxoaGTWibGhjc,8980,do,0.63,0.92,1.0,-1.564,0.0,0.4,0.123,0.000137,0.0403,0.963,227.895,136427.0,4.0
2/Catorce,"Rauw Alejandro, Mr. Naisgai",0PwFN7vRvY80Hnkoew2x3f,8451,do,0.768,0.56,3.0,-3.497,1.0,0.0859,0.709,0.000791,0.115,0.372,112.084,205714.0,3.0
DÁKITI,"Bad Bunny, Jhay Cortez",4MzXwWMhyBbmu6hOcLVD49,8011,do,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,4.0
Qué Más Pues?,"J Balvin, Maria Becerra",6D2TCm4nf5nxAcdGJ7w3QP,7677,do,0.903,0.817,8.0,-3.972,1.0,0.095,0.0272,0.000311,0.242,0.732,102.014,217360.0,4.0
911 - Remix,"Sech, Jhay Cortez",27RSJHEA99Y0Vsow7nA37A,7413,do,0.816,0.71,7.0,-3.728,1.0,0.0398,0.165,0.0,0.292,0.784,93.02,208631.0,4.0
STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,7178,do,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,7163,do,0.741,0.691,10.0,-7.395,0.0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353.0,4.0
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,4gvrJnKCKIPiacNsWVQwEU,7157,do,0.579,0.596,8.0,-4.823,1.0,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369.0,3.0
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",2XIc1pqjXV3Cr2BQUGNBck,6364,do,0.856,0.618,7.0,-4.892,1.0,0.286,0.0303,0.0,0.0866,0.391,81.993,203201.0,4.0
Loco,"Justin Quiles, Chimbala, Zion & Lennox",6b2HYgqcK9mvktt4GxAu72,6320,do,0.771,0.885,8.0,-3.66,1.0,0.0508,0.222,0.0,0.0918,0.826,128.031,231604.0,4.0
In Da Getto,"J Balvin, Skrillex",1q0PYXTbDsirp2l74ng6pn,6306,do,0.924,0.723,8.0,-3.142,1.0,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667.0,4.0
120,Bad Bunny,3KJ3opyV29269SXkPrc19l,6301,do,0.636,0.656,2.0,-5.542,0.0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506.0,4.0
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,6202,do,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,4.0
Pareja Del Año,"Sebastian Yatra, Myke Towers",2rCbl9naJYhaxjLsfx88uM,6144,do,0.715,0.622,4.0,-5.102,0.0,0.046,0.163,0.0,0.0948,0.808,80.015,195053.0,4.0
Fiel - Remix,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",43qcs9NpJhDxtG91zxFkj7,6052,do,0.839,0.711,6.0,-4.733,0.0,0.0473,0.398,2.02e-06,0.118,0.573,97.99,349547.0,4.0
París,Ingratax,4bF2y8rR7GUjrd5LNEvej3,6021,do,0.57,0.455,1.0,-5.748,0.0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429.0,4.0
Poblado - Remix,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",2K1CQMoG2Dy5nmeOYnhoi8,5977,do,0.813,0.81,3.0,-5.382,0.0,0.0809,0.112,1.59e-06,0.377,0.632,93.005,392867.0,4.0
Conexión,"Foreign Teck, Justin Quiles, Jay Wheeler, Bryant Myers, Eladio Carrion, Tory Lanez",2fpKvUg9hxiKAOLuwfEdlJ,5919,do,0.635,0.682,10.0,-6.86,1.0,0.271,0.207,0.0,0.361,0.673,89.085,288282.0,4.0
SEJODIOTO,KAROL G,704LUEih663hiE3CnyUrFW,5635,do,0.822,0.736,1.0,-3.969,1.0,0.15,0.157,0.000781,0.0748,0.679,175.93,181107.0,4.0
Paz Mental,Eladio Carrion,7vhIpemqMF1mcNWdTNDfjF,5372,do,0.6,0.819,0.0,-4.146,1.0,0.323,0.327,0.0,0.173,0.522,83.387,151500.0,4.0
512,"Mora, Jhay Cortez",5jzEwSyyymBlf1fa1o39T2,5292,do,0.818,0.673,4.0,-7.542,0.0,0.148,0.348,0.0,0.172,0.695,87.961,193636.0,4.0
"Chucky73: Bzrp Music Sessions, Vol. 43","Bizarrap, Chucky73",4xTd8fz0mZFK5b9IYdGKNd,5202,do,0.815,0.832,5.0,-3.622,0.0,0.104,0.538,1.01e-06,0.0686,0.912,110.01,141320.0,4.0
Bandido,"Myke Towers, Juhn",1xK1Gg9SxG8fy2Ya373oqb,5172,do,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,232853.0,4.0
love nwantiti (ah ah ah),CKay,2Xr1dTzJee307rmrkt8c0g,5120,do,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,145800.0,4.0
Sal y Perrea,Sech,5u7twkeask1VIyDeNTElSU,5096,do,0.786,0.899,10.0,-0.515,1.0,0.127,0.192,0.000189,0.299,0.813,90.025,216510.0,4.0
Sobrio,Maluma,4HzqWEdAbzcVFDv0pvxV4w,5057,do,0.762,0.77,5.0,-2.758,1.0,0.223,0.138,0.0,0.15,0.631,177.998,201181.0,4.0
Acuetate,"El Alfa, Chael Produciendo, Yomel El Meloso, Capitan Aloo, El Fother, Haraca Kiko, Kiko el Crazy, Tivi Gunz",028MkfDdEe6uyIkuJVj0cb,5032,do,0.902,0.933,0.0,-0.981,1.0,0.108,0.125,0.00193,0.312,0.769,123.999,248000.0,4.0
La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",4HYDUMY0xSpeBr0AMY9cUz,4957,do,0.845,0.677,11.0,-4.798,0.0,0.136,0.269,0.000917,0.108,0.68,90.013,219048.0,4.0
Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,4887,do,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,4.0
EL MAKINON,"KAROL G, Mariah Angeliq",2FSGUA0gFgGeQdprjtGM2M,4798,do,0.635,0.706,5.0,-3.224,0.0,0.125,0.256,0.0,0.108,0.443,88.863,209160.0,4.0
En Mi Cuarto,"Jhay Cortez, Skrillex",2Doh4izLZGrUD3yOSs9y9G,4725,do,0.798,0.664,6.0,-5.843,0.0,0.179,0.067,4.21e-05,0.0987,0.159,114.968,196200.0,4.0
23 Preguntas,Anuel AA,5ANkjNH7elrxzggidjnH9v,4526,do,0.777,0.594,4.0,-6.234,0.0,0.153,0.416,3.84e-05,0.103,0.562,82.988,251221.0,4.0
PAKATA,"Darell, El Alfa",59rRvUjxSrKnimSsg678f9,4439,do,0.873,0.912,1.0,-3.164,1.0,0.0619,0.0897,0.00185,0.104,0.704,117.994,176427.0,4.0
Fiel,"Los Legendarios, Wisin, Jhay Cortez",7Bk0uXKk1uPT0XuQbpFzvs,4387,do,0.849,0.701,6.0,-4.407,0.0,0.06,0.407,0.0,0.112,0.505,98.005,261667.0,4.0
La Mamá de la Mamá,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",2L95U6syP0bV3fkYYOzmiW,4288,do,0.922,0.927,11.0,-3.025,1.0,0.105,0.283,0.00331,0.719,0.796,129.978,219000.0,4.0
De Manhattan Pa El Bronx,"El Cherry Scom, Dowba Montana",6JPCogBdqEPWvw8orbmdx4,4240,do,0.886,0.761,7.0,-2.846,0.0,0.0792,0.0583,0.00994,0.122,0.594,119.999,168418.0,4.0
La Peluca,"Ceky Viciny, Otro Idioma",3nesIPNFvUKprXRlhe5f9W,4227,do,0.943,0.774,1.0,-3.545,1.0,0.142,0.0453,0.0022,0.101,0.905,121.962,195759.0,4.0
CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2tFwfmceQa1Y6nRPhYbEtC,4168,do,0.807,0.606,3.0,-8.871,0.0,0.088,0.0946,0.0,0.119,0.304,92.988,227520.0,4.0
Si Te Veo,"Arcangel, Jay Wheeler, Miky Woodz",661BAtQVPGlDZ097DzN1hJ,3964,do,0.812,0.691,8.0,-5.837,0.0,0.352,0.614,1.04e-05,0.226,0.876,168.024,255607.0,4.0
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,3900,do,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,298899.0,3.0
Toy Recho,"Ice P, El Productor de oro, Haraca Kiko, El Cherry Scom, El Bloonel, Albert Diamond, Maceo El Perro Blanco, La Sabiduria",4Ea8y5AugTos6eZN1LR9sH,3864,do,0.84,0.774,11.0,-2.126,1.0,0.124,0.0601,0.000557,0.754,0.453,115.03,249313.0,4.0
Sexo Virtual,Rauw Alejandro,0giiXonRhODYy4J1iy4Lb3,3848,do,0.704,0.739,8.0,-3.286,1.0,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292.0,4.0
LA CANCIÓN,"J Balvin, Bad Bunny",0fea68AdmYNygeTGI4RC18,3840,do,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0,4.0
Don't Be Shy,"Tiësto, KAROL G",0bI7K9Becu2dtXK1Q3cZNB,3839,do,0.77,0.787,11.0,-3.748,0.0,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0,4.0
Experimento,Myke Towers,6c32C8T3KlXrbvWSoD5aON,3757,do,0.805,0.806,6.0,-3.589,0.0,0.0393,0.0828,0.0,0.156,0.682,110.042,222728.0,4.0
TE MUDASTE,Bad Bunny,5RubKOuDoPn5Kj5TLVxSxY,3749,do,0.811,0.637,10.0,-4.835,0.0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014.0,4.0
Aquel Nap ZzZz,Rauw Alejandro,2qyLvNLktrdc67OgaayqMW,3731,do,0.457,0.495,4.0,-6.044,1.0,0.0797,0.62,0.000228,0.109,0.311,79.513,295039.0,4.0
Una Nota,"J Balvin, Sech",7iqOIHHEmu6Vhw25GgQ2eA,3705,do,0.662,0.788,3.0,-4.55,0.0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760.0,4.0
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",4OwhwvKESFtuu06dTgct7i,3684,do,0.75,0.522,9.0,-7.018,1.0,0.0293,0.282,0.0,0.0743,0.601,110.427,321556.0,4.0
Alta Gama,Rochy RD,2hfeAtMrCUt0F9zlsRT9JJ,3641,do,0.842,0.716,2.0,-3.946,1.0,0.448,0.00438,0.00352,0.0991,0.64,118.05,162466.0,4.0
My Universe,"Coldplay, BTS",3FeVmId7tL5YN8B7R3imoM,3590,do,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,228000.0,4.0
Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,3578,do,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,211560.0,4.0
Bajo Mundo,"Bulin 47, Breyco En Producidera",60511h7RLnbY6alCdCFaFK,3493,do,0.886,0.834,2.0,-2.685,1.0,0.116,0.133,0.0,0.491,0.939,114.067,168935.0,4.0
MONEY,LISA,7hU3IHwjX150XLoTVmjD0q,3481,do,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228.0,4.0
A Tu Merced,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,3461,do,0.86,0.791,0.0,-4.784,1.0,0.0568,0.169,0.000106,0.106,0.887,92.023,175918.0,4.0
Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,3406,do,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,161803.0,4.0
Esta Si,"Chimbala, Chucky73, Dowba Montana",2xjd6t95oEuxTn9vjWkC0n,3403,do,0.918,0.814,5.0,-0.641,1.0,0.0582,0.449,0.000951,0.378,0.743,128.003,204561.0,4.0
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,3400,do,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,4.0
Fulanito,"Becky G, El Alfa",59L8x0xy8njj75vzVCPMqg,3377,do,0.93,0.837,7.0,-4.632,0.0,0.187,0.256,2.37e-06,0.239,0.821,111.898,158532.0,4.0
Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,3373,do,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,4.0
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,3359,do,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
AL CAPONE,Eladio Carrion,6KAWHhTnc0cjaNSHcmCs72,3256,do,0.802,0.636,0.0,-7.35,0.0,0.303,0.462,4.25e-05,0.124,0.482,141.903,162305.0,4.0
Si Estuviésemos Juntos,Bad Bunny,35wvL50xvKpCHEJPxLOLPI,3210,do,0.672,0.594,1.0,-6.813,0.0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248.0,4.0
Perra,"J Balvin, Tokischa",04JVwAItboGpDhDgC4fNta,3189,do,0.906,0.952,8.0,-1.766,1.0,0.311,0.0785,0.000268,0.358,0.747,97.967,157920.0,4.0
BOOKER T,Bad Bunny,26w9NTiE9NGjW1ZvIOd1So,3185,do,0.883,0.6,7.0,-7.188,1.0,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430.0,4.0
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",6zSpb8dQRaw0M1dK8PBwQz,3182,do,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735.0,4.0
No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",4R8BJggjosTswLxtkw8V7P,3158,do,0.806,0.786,10.0,-3.831,0.0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120.0,4.0
De Museo,Bad Bunny,267NGliXM8YLVZiKAD9Otm,3141,do,0.592,0.494,4.0,-10.618,0.0,0.0747,0.237,0.0,0.13,0.231,132.037,209771.0,4.0
Explícito,Myke Towers,6qraVL4IJaIj0IuEexYJNa,3131,do,0.828,0.83,2.0,-3.371,1.0,0.047,0.348,1.6e-05,0.0613,0.422,95.007,195066.0,4.0
Reloj,"Rauw Alejandro, Anuel AA",4loQgPwJHocL3dFwLfjb1J,3051,do,0.823,0.537,8.0,-2.627,1.0,0.211,0.176,3.75e-06,0.124,0.608,175.965,231595.0,4.0
ALMAS GEMELAS,Myke Towers,2KcNrONbZ0hvBPjvrDO2tx,3051,do,0.793,0.745,7.0,-4.579,1.0,0.0571,0.182,0.000189,0.293,0.716,94.979,235411.0,4.0
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,3045,do,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0
Tokyo,Jhay Cortez,1gYipuSzUpI6BENbGrgeid,3041,do,0.654,0.696,9.0,-7.902,0.0,0.134,0.282,1.07e-05,0.0575,0.274,120.106,202160.0,4.0
Tiguere,Dowba Montana,3LqhDUTrzOxYrGw5nEEAwr,3040,do,0.794,0.704,1.0,-7.361,0.0,0.277,0.279,0.000763,0.132,0.624,86.466,213642.0,4.0
Callaita,"Bad Bunny, Tainy",2TH65lNHgvLxCKXM3apjxI,3003,do,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534.0,4.0
La Old Skul,Rauw Alejandro,6MEBxXI2n3FzPHrGRYFdL8,2928,do,0.795,0.798,9.0,-2.357,0.0,0.08,0.532,1.02e-05,0.0869,0.397,104.912,214857.0,4.0
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,2910,do,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,4.0
La Funka,Ozuna,0XpMTExp5q4nLZZZ3msDGn,2881,do,0.802,0.757,4.0,-5.733,1.0,0.0465,0.162,0.000533,0.129,0.869,123.01,198827.0,4.0
Vete,Bad Bunny,2n7ohqg1s68ToAHh4u9mcW,2835,do,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024.0,4.0
HACIENDO QUE ME AMAS,Bad Bunny,26QApq0cuO9brJigr0C0W4,2832,do,0.584,0.411,10.0,-7.147,0.0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,217769.0,4.0
Flow HP,"Don Omar, Residente",2wspc75R45gvwJCZOorAqv,2824,do,0.77,0.837,7.0,-4.749,1.0,0.14,0.164,4.07e-06,0.0793,0.887,178.0,248274.0,4.0
Aloha,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",5RAIMjdrCEjpjaR5tBATXU,2793,do,0.807,0.712,1.0,-5.757,1.0,0.1,0.532,2.37e-05,0.163,0.792,100.004,241659.0,4.0
Sal y Perrea - Remix,"Sech, Daddy Yankee, J Balvin",1mG8VynhqySA52bALfYrvO,2770,do,0.819,0.955,7.0,-0.521,0.0,0.0908,0.161,2.08e-05,0.289,0.725,89.959,226500.0,4.0
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion",1VauUM5CBX7nkLcgafQL2B,2742,do,0.783,0.524,5.0,-6.455,0.0,0.0554,0.241,0.0,0.271,0.839,117.496,164896.0,4.0
Y Eso?,"Bulova, PV Aparataje",1Cx2O26LJUjG94LfH6rnyB,2724,do,0.942,0.988,1.0,-0.799,1.0,0.28,0.381,4.8e-06,0.105,0.944,120.06,164049.0,4.0
Mi Contacto,Rochy RD,1wkfytfHLwJknHpMJZMlxk,2724,do,0.909,0.774,2.0,-3.121,1.0,0.13,0.16,0.000994,0.21,0.757,117.985,216061.0,4.0
Kemba Walker,"Eladio Carrion, Bad Bunny",4jhHaLksdP8DJZzxYAjOSz,2703,do,0.832,0.59,8.0,-7.168,0.0,0.272,0.446,1.43e-06,0.123,0.596,146.907,152960.0,4.0
100 MILLONES,"Bad Bunny, Luar La L",4Ixc50wY5pbUvNEogTQ2wL,2691,do,0.808,0.559,1.0,-6.936,1.0,0.452,0.133,6.57e-06,0.0966,0.48,169.103,237459.0,4.0
Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",47ZS1OjnJpJVfGN9yHXfMn,2687,do,0.512,0.451,5.0,-7.222,0.0,0.131,0.161,0.0,0.0672,0.368,80.04,367680.0,4.0
UN DIA (ONE DAY),"J Balvin, Dua Lipa, Bad Bunny, Tainy",66x45Yh9x397PWpxMX0ZDT,2679,do,0.58,0.695,6.0,-8.244,0.0,0.0671,0.00638,0.0,0.174,0.402,168.124,232147.0,4.0
PSL,Sech,6o4Gciys1ZIOQ2kDGnvKdm,2648,do,0.816,0.582,5.0,-4.64,0.0,0.0579,0.176,2.74e-05,0.176,0.873,89.977,175903.0,4.0
Adicto (with Anuel AA & Ozuna),Tainy,3jbT1Y5MoPwEIpZndDDwVq,2632,do,0.734,0.836,10.0,-4.803,0.0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741.0,4.0
Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",5YYW3yRktprLRr47WK219Y,2591,do,0.585,0.611,6.0,-4.132,1.0,0.288,0.39,0.0,0.649,0.962,97.041,218107.0,4.0
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,2576,do,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
Si Veo a Tu Mamá,Bad Bunny,41wtwzCZkXwpnakmwJ239F,2567,do,0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972.0,4.0
Saturno,Pablo Alborán,2f0Ft2XdvNSMSY5TUlZgEz,2565,do,0.278,0.572,7.0,-8.295,1.0,0.0407,0.392,0.0,0.063,0.311,95.351,253760.0,3.0
UNA MÁS,"Tainy, Yandel, Rauw Alejandro",7Hzh5oY6cIitvcK6oJDwTb,2556,do,0.745,0.761,5.0,-5.899,0.0,0.0555,0.00112,1.33e-05,0.197,0.875,90.039,166929.0,4.0
La Santa,"Bad Bunny, Daddy Yankee",69vlMrzHwATKzupwNcUPyK,2555,do,0.744,0.868,1.0,-4.524,1.0,0.047,0.0326,0.0,0.0822,0.586,93.037,206420.0,4.0
Moriremos,Ceky Viciny,2xgSrqcEUnsNtTThaClnv4,2539,do,0.909,0.846,2.0,-2.849,1.0,0.132,0.117,0.00348,0.247,0.879,122.05,151744.0,4.0
"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler, Myke Towers, Rauw Alejandro",7LE1K0lZyRFZjSlrnm7lfD,2514,do,0.841,0.674,2.0,-5.35,1.0,0.0962,0.104,0.0,0.131,0.761,90.007,382555.0,4.0
Hawái,Maluma,1yoMvmasuxZfqHEipJhRbp,2480,do,0.783,0.727,6.0,-3.454,0.0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,199112.0,4.0
Cooperas Con los Federicos,Rochy RD,5FzJJHLpEDf39ZSbRnQYSK,2472,do,0.659,0.831,2.0,-1.629,1.0,0.278,0.00464,0.00145,0.275,0.721,118.193,178419.0,4.0
Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,2464,do,0.808,0.897,11.0,-3.712,0.0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041.0,4.0
Emojis de Corazones (feat. Los Legendarios),"Wisin, Jhay Cortez, Ozuna",5Mw46yRtdiOdjqSG0eDItr,2445,do,0.823,0.687,4.0,-4.715,0.0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427.0,4.0
No Te Enamores - Remix,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",2mM3gZ0BbPwPPMelbA8vgt,2434,do,0.824,0.837,5.0,-4.603,1.0,0.107,0.573,1.66e-05,0.271,0.58,100.021,289933.0,4.0
Una Locura,"Ozuna, J Balvin, Chencho Corleone",5y7DaS3jAc9eZzcSOoUIwU,2433,do,0.714,0.761,5.0,-4.596,0.0,0.0427,0.139,0.00035,0.241,0.906,168.022,230693.0,4.0
Entre Nosotros,"Tiago PZK, LIT killah",6w8yBI2vthyN9UnwO4UBWb,2426,do,0.729,0.513,5.0,-6.345,0.0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353.0,3.0
Se Me Nota (Agarrame) - Prod by B-One,"Chimbala, Omega",2E6BB9DvlEltjJfjSJLzFS,2393,do,0.881,0.753,9.0,-3.744,1.0,0.0745,0.228,0.000455,0.265,0.881,127.984,180808.0,4.0
Otra Noche en Miami,Bad Bunny,4vCAzANUWDE24URV6wQ4ra,2369,do,0.514,0.646,1.0,-8.833,1.0,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128.0,4.0
Machu Picchu,"Camilo, Evaluna Montaner",6RV9pRLIQiXm3qTGeyQluf,2360,do,0.788,0.789,0.0,-2.39,1.0,0.124,0.397,0.0,0.226,0.867,167.897,179005.0,4.0
Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",6C1RD7YQVvt3YQj0CmuTeu,2350,do,0.813,0.56,2.0,-5.904,0.0,0.0618,0.108,0.0,0.268,0.287,118.033,286041.0,4.0
Tukuntaso,"Tokischa, Haraca Kiko, El Cherry Scom",0EaBXOqo6TNIIhHctCbQPi,2334,do,0.895,0.745,2.0,-4.301,1.0,0.159,0.0053,0.0848,0.0599,0.762,113.927,197763.0,4.0
Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,2331,do,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,2313,do,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,4.0
La Mamá de la Mamá (Remix),"El Alfa, Anitta, Busta Rhymes, CJ, El Cherry Scom, Wisin",72LVZma2Bd7Y6imwoSecR6,2312,do,0.866,0.933,1.0,-1.897,1.0,0.146,0.175,0.00241,0.805,0.698,130.009,258923.0,4.0
THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,2288,do,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901.0,4.0
KESI - Remix,"Camilo, Shawn Mendes",0IqCoZ168iRc9LqfrYgpZy,2278,do,0.871,0.815,4.0,-4.439,1.0,0.0477,0.127,6.18e-06,0.094,0.823,122.959,176575.0,4.0
ANTES QUE SE ACABE,Bad Bunny,7kjEqI6eZ7YlFrGhxixnlN,2268,do,0.693,0.549,2.0,-6.098,1.0,0.0577,0.505,4.73e-05,0.324,0.473,139.988,221187.0,4.0
200 COPAS,KAROL G,0aZnyTWJNgdzYoOiaW8HKG,2242,do,0.515,0.704,9.0,-5.25,0.0,0.206,0.767,0.0,0.415,0.885,91.246,217213.0,3.0
Ignorantes,"Bad Bunny, Sech",38RIEav39FGi86jppxO0du,2231,do,0.85,0.536,1.0,-5.161,1.0,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607.0,4.0
La Difícil,Bad Bunny,6NfrH0ANGmgBXyxgV2PeXt,2225,do,0.685,0.848,8.0,-4.561,0.0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084.0,4.0
Me Fije,"Alex Rose, Rauw Alejandro",6Et5KimMg3IXwD6lJPGmQw,2222,do,0.76,0.674,7.0,-4.039,0.0,0.0636,0.396,3.54e-05,0.0977,0.735,172.024,202307.0,4.0
Arrebatao,"El Alfa, Chael Produciendo",5rm5rdDxzqSY2JjK7cAUhc,2214,do,0.91,0.882,11.0,-4.798,0.0,0.0621,0.0618,0.771,0.359,0.899,118.066,171356.0,4.0
Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,2199,do,0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293.0,4.0
La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",5VzNsUnLmYcRfRfxpQsusa,2153,do,0.736,0.632,11.0,-4.939,0.0,0.0648,0.18,0.0,0.349,0.503,92.03,216107.0,4.0
