title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,2564,sk,0.595,0.784,1.0,-4.878,1.0,0.102,0.216,0.0,0.0608,0.479,124.111,183726.0,4.0
Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,2564,sk,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720.0,4.0
Kool G Rap,"Loko Loko, Rytmus",7xGPz2CK5NYPQWk2pmgbXB,2561,sk,0.772,0.759,2.0,-6.17,1.0,0.116,0.157,0.00153,0.108,0.251,139.895,236422.0,4.0
"Last One Standing (feat. Polo G, Mozzy & Eminem)",Skylar Grey,5W8HXMOMLtXLz0RGKUtnlZ,2554,sk,0.664,0.692,1.0,-4.128,0.0,0.127,0.237,0.0,0.0798,0.233,154.924,257369.0,4.0
Viem to,Nerieš,1ies3QnPhgy0uVvDQRBFHC,2548,sk,0.786,0.757,6.0,-4.118,1.0,0.114,0.322,0.0,0.216,0.572,82.498,175273.0,4.0
V PODZEMÍ FREESTYLE,"Pil C, Rytmus",4zJ1aHQxhgFCLP8BXa0sO3,2546,sk,0.676,0.519,11.0,-9.468,0.0,0.408,0.136,0.0,0.344,0.347,177.994,235321.0,4.0
Bohém,"Nerieš, Separ",2bsUeCXhPAsKvvAG9Yx4OI,2536,sk,0.886,0.562,1.0,-4.776,1.0,0.0811,0.0916,1.17e-06,0.0821,0.352,127.006,187087.0,4.0
Nočný Kuriér,"Loko Loko, Momo",0OXBu6MKSrcypU4IQGvpfB,2534,sk,0.714,0.523,1.0,-10.532,1.0,0.281,0.321,0.0,0.113,0.267,120.054,229000.0,4.0
sive vlasy,Samey,4xmb8ikBQZ0nWkplvpQzOS,2514,sk,0.559,0.453,5.0,-10.416,0.0,0.0796,0.589,0.0,0.0661,0.335,74.097,157980.0,4.0
Another Love,Tom Odell,7jtQIBanIiJOMS6RyCx6jZ,2507,sk,0.442,0.538,4.0,-8.55,0.0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,244360.0,4.0
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,2507,sk,0.776,0.808,11.0,-4.501,1.0,0.117,0.0297,0.000127,0.103,0.494,123.988,184104.0,4.0
Paradise (feat. Dermot Kennedy),MEDUZA,6ft4hAq6yde8jPZY2i5zLr,2499,sk,0.632,0.595,8.0,-7.644,0.0,0.0401,0.0689,0.0,0.209,0.435,124.114,167903.0,4.0
Follow You,Imagine Dragons,375kzpRydDdOxOSCGMK53b,2440,sk,0.544,0.732,9.0,-5.984,1.0,0.0524,0.00197,5.06e-05,0.486,0.45,124.875,175644.0,4.0
edamame (feat. Rich Brian),bbno$,1uMHCAyGmHqyygoNRuo7MV,2416,sk,0.815,0.848,4.0,-4.704,0.0,0.115,0.023,0.000162,0.0265,0.684,106.032,133707.0,4.0
Love Tonight - David Guetta Remix Edit,Shouse,2prnn41CblB8B4yWACDljP,2409,sk,0.621,0.989,10.0,-4.225,0.0,0.0434,0.015,0.357,0.184,0.0348,126.002,158095.0,4.0
Zatmenie,"Ego, Stylko",4pSLxnDlE5sgpSgujbAb48,2396,sk,0.63,0.79,3.0,-4.501,1.0,0.177,0.0662,0.0,0.115,0.549,149.961,186613.0,4.0
Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,2388,sk,0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,140533.0,4.0
Spomaliť,"Dominika Mirgova, Kali",51Y3Bk3JB29lyRZvzXsO6D,2383,sk,0.655,0.777,11.0,-4.675,1.0,0.0617,0.202,0.0,0.143,0.668,94.993,175663.0,4.0
The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,2322,sk,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200.0,4.0
MDMS,DMS,23FOWotpgv5laciAjNyZFe,2322,sk,0.804,0.663,10.0,-3.413,0.0,0.171,0.169,0.0,0.0757,0.582,92.456,250497.0,4.0
Wrecked,Imagine Dragons,149BxWeweaCqmsyedkNiiE,2315,sk,0.625,0.562,0.0,-5.828,0.0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,244005.0,4.0
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,2313,sk,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,4.0
No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,2285,sk,0.38,0.219,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265.0,4.0
Floating Through Space,"Sia, David Guetta",0XwSUpdrF7nR7hVxbDs7mb,2278,sk,0.575,0.844,6.0,-4.89,0.0,0.072,0.00172,0.0,0.114,0.277,104.914,177801.0,4.0
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,2276,sk,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
Pumpa,"Ego, Sima, Ben Cristovao",5mZB7xVhF6kfprZntquCVy,2273,sk,0.669,0.934,1.0,-4.028,1.0,0.0844,0.0332,0.000172,0.253,0.577,174.937,155320.0,4.0
Cover Me In Sunshine,"P!nk, Willow Sage Hart",0UKUfxIkDAMZz7hMdiVX3m,2271,sk,0.473,0.592,5.0,-6.859,1.0,0.138,0.0528,0.0,0.131,0.292,159.7,138573.0,4.0
Goosebumps - Remix,"Travis Scott, HVME",5uEYRdEIh9Bo4fpjDd4Na9,2231,sk,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,162803.0,4.0
Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,2221,sk,0.345,0.941,9.0,-9.918,1.0,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062.0,4.0
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,5zFglKYiknIxks8geR8rcL,2213,sk,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,227395.0,4.0
Knife Talk (with 21 Savage ft. Project Pat),Drake,2BcMwX1MPV6ZHP4tUT9uq6,2213,sk,0.849,0.424,5.0,-9.579,0.0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,4.0
Noc v Opere,Gleb,0Y25e7839IQ9CR5Fn1RAFy,2195,sk,0.53,0.716,6.0,-7.468,0.0,0.524,0.243,5.47e-05,0.0665,0.275,67.212,197000.0,4.0
Stíham,Momo,1oWb0QHfgvFhX4D0xauYO9,2178,sk,0.601,0.628,1.0,-9.981,1.0,0.195,0.132,0.0,0.112,0.51,121.082,158049.0,4.0
Technotronic Flow,"MadSkill, Rytmus",36hOCzdZQHvhaqpx9xbI8W,2171,sk,0.764,0.795,9.0,-4.565,0.0,0.128,0.0141,1.51e-05,0.157,0.806,126.002,222507.0,4.0
Mefek Pump It Up,Gleb,6uKjk59AeQVp1FqOrlZgjW,2151,sk,0.925,0.549,11.0,-13.734,1.0,0.273,0.0738,0.0047,0.39,0.532,136.049,186000.0,4.0
Motley Crew,Post Malone,40uMIn2zJLAQhNXghRjBed,2139,sk,0.797,0.631,3.0,-3.818,0.0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213.0,4.0
Hurricane,Kanye West,6Hfu9sc7jvv6coyy2LlzBF,2115,sk,0.587,0.561,0.0,-6.569,1.0,0.146,0.0466,0.0,0.109,0.351,80.009,243187.0,4.0
Rasputin,"Majestic, Boney M.",0b18g3G5spr4ZCkz7Y6Q0Q,2113,sk,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210.0,4.0
Ruka Na Volante,Nerieš,32X1PwQVeATkp4soNcu5BW,2110,sk,0.644,0.637,8.0,-5.392,1.0,0.0433,0.298,0.0,0.0972,0.35,140.086,172071.0,4.0
aha,Samey,4zO37lLh7Vz7CsStYCwS9U,2107,sk,0.714,0.549,1.0,-9.019,0.0,0.107,0.551,2.05e-05,0.386,0.547,120.0,133973.0,4.0
All We Got (feat. KIDDO),Robin Schulz,1iAyJBksvAI6DQEnzv8l1E,2086,sk,0.504,0.76,4.0,-4.246,1.0,0.0426,0.286,0.0,0.151,0.64,183.933,190218.0,4.0
tma,"Samey, Saul, Marko Damian",4VjaQBfcMUGQTa5WcvJWJw,2052,sk,0.631,0.394,8.0,-11.919,1.0,0.141,0.258,7.34e-06,0.16,0.147,149.786,199395.0,4.0
Rampampam,Minelli,1esZgaqm0YKN87CIP3orJ3,2050,sk,0.797,0.649,3.0,-5.506,0.0,0.182,0.24,0.0012,0.153,0.437,117.971,200212.0,4.0
MIESTO,"I.M.T. Smile, Ben Cristovao",3I4pdHvVnJyRT1OWrg31PS,2038,sk,0.557,0.599,9.0,-7.967,0.0,0.234,0.359,0.0,0.107,0.281,68.448,237267.0,4.0
By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,2034,sk,0.733,0.96,7.0,-3.597,1.0,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672.0,4.0
anjel,Samey,0kGXYw80cCUeiFGSf7aDk9,2032,sk,0.607,0.475,1.0,-11.245,1.0,0.104,0.392,0.0067,0.138,0.243,141.835,165789.0,4.0
Ahoj Ahoj Čo Ty,Separ,2iAhzdLzdlF0e9ulTq0hRq,2026,sk,0.847,0.584,10.0,-6.637,0.0,0.185,0.462,1.76e-06,0.0991,0.718,148.074,135773.0,4.0
In Da Getto,"J Balvin, Skrillex",1q0PYXTbDsirp2l74ng6pn,2002,sk,0.924,0.723,8.0,-3.142,1.0,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667.0,4.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,1995,sk,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429.0,4.0
Higher Power,Coldplay,0939D7aT18uBDS2MTjWzct,1992,sk,0.507,0.828,10.0,-6.023,1.0,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295.0,4.0
Niekde V Oblakoch,Saul,6OVlADVquXLhHH7x79AjR1,1987,sk,0.615,0.522,5.0,-10.335,1.0,0.0356,0.151,0.0,0.121,0.237,119.949,238000.0,4.0
Like I Can,Sam Smith,0mJBiaODgK0XjOLCN5fItq,1986,sk,0.656,0.627,7.0,-6.627,0.0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066.0,4.0
Malá Biš,Nik Tendo,39J34IzivGvEKtzIquuxJN,1979,sk,0.699,0.639,6.0,-9.217,0.0,0.157,0.419,2.5e-05,0.218,0.248,122.066,121967.0,4.0
Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,1963,sk,0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293.0,4.0
Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,1954,sk,0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,4.0
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,1953,sk,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,4.0
Zlatí a Zároveň Kanál,DMS,4Y87xnbiJJUzUL7m0OfCt9,1952,sk,0.701,0.881,1.0,-5.683,0.0,0.316,0.557,0.0,0.166,0.738,139.962,185143.0,4.0
Fénix,"Separ, Kali, Dame",0JrcRJP1O1sBUXRfJSSSl3,1951,sk,0.58,0.712,7.0,-5.765,1.0,0.166,0.0946,0.0,0.118,0.353,160.039,242000.0,4.0
WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,1947,sk,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,4.0
J Lo,"Kontrafakt, Mirez, Dalyb, Dokkeytino, Zayo",0ZoS0OXuPpBPKa2arKKKJ1,1937,sk,0.92,0.524,7.0,-5.963,1.0,0.151,0.0852,0.0,0.0827,0.556,110.011,212360.0,4.0
Collard Greens,"ScHoolboy Q, Kendrick Lamar",0zO8ctW0UiuOefR87OeJOZ,1930,sk,0.825,0.575,11.0,-4.87,1.0,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960.0,4.0
Cítim sa,"Hajtkovič, Ego, Kali",7sRUpAFMhw0Ilg2Dn9qZtZ,1908,sk,0.767,0.873,0.0,-4.03,0.0,0.0793,0.317,0.0,0.0828,0.948,96.01,192733.0,4.0
Audio,Momo,6morZjXfSjyR6zR5faEb8T,1900,sk,0.826,0.639,5.0,-7.555,0.0,0.0714,0.0862,0.0,0.0904,0.232,110.009,198000.0,4.0
Dark Red,Steve Lacy,37y7iDayfwm3WXn5BiAoRk,1900,sk,0.603,0.783,6.0,-4.023,1.0,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104.0,4.0
Je Mi Fajn,Earth,5PJNHy1xww2n6VdwonZBOB,1898,sk,0.756,0.664,6.0,-4.493,1.0,0.217,0.312,0.0,0.125,0.201,81.993,180732.0,4.0
Gangsta's Paradise,"Coolio, L.V.",7lQWRAjyhTpCWFC0jmclT4,1897,sk,0.647,0.514,8.0,-10.05,1.0,0.0593,0.0655,0.0,0.398,0.387,79.974,240693.0,4.0
Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,4hdzNRErhJx0hPmF8xh2ht,1892,sk,0.753,0.793,1.0,-5.278,0.0,0.0426,0.0073,3.36e-06,0.154,0.787,118.03,200016.0,4.0
Star Shopping,Lil Peep,30bqVoKjX479ab90a8Pafp,1888,sk,0.585,0.471,4.0,-9.934,0.0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000.0,4.0
ZITTI E BUONI,Måneskin,776AftMmFFAWUIEAb3lHhw,1881,sk,0.625,0.939,4.0,-3.115,0.0,0.0669,0.00138,0.0,0.424,0.644,102.999,194787.0,4.0
'Till I Collapse,"Eminem, Nate Dogg",4xkOaSrkexMciUUogZKVTS,1855,sk,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,297787.0,4.0
HAWAII,"Pil C, Ben Cristovao",71fpW3zTuJrY8m5jlsN67I,1853,sk,0.7,0.509,4.0,-8.125,0.0,0.35,0.525,0.000929,0.0954,0.365,145.994,295487.0,4.0
Sweet Dreams,"Alan Walker, Imanbek",4uDhts78RdwIDjEqPrYVKp,1853,sk,0.766,0.817,7.0,-4.253,1.0,0.035,0.0239,2.49e-06,0.159,0.43,125.033,138819.0,4.0
Smells Like Teen Spirit,Nirvana,1f3yAtsJtY87CTmM8RLnxf,1849,sk,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,4.0
Kancelář - Official Remix,"Ektor, Rytmus, Ego, Separ",625uctrrSuQaLMuZgdLYfm,1847,sk,0.845,0.734,11.0,-6.721,1.0,0.054,0.149,2.4e-06,0.189,0.497,126.965,245315.0,4.0
Je Mi...,"Kali, Rida Radar",6gcZbQA0LYz2hfqMAZny7f,1845,sk,0.743,0.732,8.0,-3.981,1.0,0.1,0.242,0.0,0.0823,0.869,74.65,220892.0,4.0
Straight Outta Flames,REDZED,6vZI7ju4Bg0Ui7HRidqlp4,1837,sk,0.568,0.87,1.0,-2.615,1.0,0.172,8.36e-05,0.000779,0.084,0.338,188.014,125128.0,3.0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,3iw6V4LH7yPj1ESORX9RIN,1834,sk,0.722,0.893,0.0,-3.255,0.0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,116750.0,4.0
Happier Than Ever - Edit,Billie Eilish,32BeYxKPrig1LefHsC0Xuo,1830,sk,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444.0,3.0
Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,1824,sk,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,290320.0,4.0
Rodinnej Typ,Yzomandias,35nvMkQglkoeydD81a0b77,1823,sk,0.796,0.672,6.0,-8.457,0.0,0.234,0.358,0.0,0.0967,0.281,145.008,175448.0,4.0
Throwback,Michael Patrick Kelly,3E1ucUIiThxOODisM2puQF,1821,sk,0.566,0.711,10.0,-5.418,1.0,0.0384,0.141,0.0,0.181,0.876,174.085,149020.0,4.0
Neviditelnej,"Kontrafakt, Calin, Viktor Sheen",0wXZP3xs4b7vAFymzoENz1,1819,sk,0.476,0.718,7.0,-5.937,0.0,0.167,0.251,0.0,0.117,0.536,79.172,231227.0,4.0
HOLIDAY,Lil Nas X,6zFMeegAMYQo0mt8rXtrli,1804,sk,0.81,0.511,5.0,-6.924,0.0,0.164,0.12,0.0,0.0832,0.837,151.947,154998.0,4.0
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,1801,sk,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,1798,sk,0.854,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040.0,4.0
She Knows (feat. Amber Coffman & Cults),J. Cole,0Fs9cdPDhptWEDJmiCbkEW,1792,sk,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520.0,4.0
Rozdělený světy,Viktor Sheen,65sTVVVMDnczku5Gt2PTmt,1790,sk,0.712,0.66,9.0,-7.68,0.0,0.032,0.331,5.66e-05,0.0904,0.418,111.068,211892.0,4.0
Heaven,"REDZED, Tsunami J.",0yHeL6HPRw2Qy39R7dEyzz,1787,sk,0.597,0.816,8.0,-2.99,1.0,0.0264,0.00126,7.61e-06,0.208,0.464,80.061,144014.0,4.0
Formula,Labrinth,6EtKlIQmGPB9SX8UjDJG5s,1780,sk,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,91870.0,4.0
moondance,"Samey, Ego",4i8X8rz8Pzs6EtjL8OYOWH,1768,sk,0.705,0.608,6.0,-10.623,1.0,0.0761,0.247,0.0,0.154,0.506,105.975,201330.0,4.0
Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,1749,sk,0.767,0.438,7.0,-8.726,0.0,0.29,0.181,0.0,0.142,0.381,86.975,221980.0,4.0
Odjebem Strop,Separ,1OIH98s8amXkfrK8MFm0qU,1749,sk,0.709,0.711,2.0,-4.809,0.0,0.452,0.45,0.0,0.462,0.731,84.61,141176.0,4.0
ONA,"Konex, Kamil Hoffmann",6T5Pca2e6n5w1iP33ec98B,1743,sk,0.805,0.583,2.0,-6.994,1.0,0.0705,0.159,0.0,0.156,0.349,94.998,194526.0,4.0
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,1737,sk,0.548,0.805,7.0,-5.732,1.0,0.351,0.212,0.000389,0.408,0.648,142.094,216387.0,4.0
Harleys In Hawaii,Katy Perry,3B4etxytImrRKQgV3XHjnR,1725,sk,0.721,0.751,10.0,-6.203,0.0,0.125,0.162,6.59e-06,0.118,0.738,140.095,185481.0,4.0
Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,1724,sk,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,210800.0,4.0
Sérum,Momo,7r3maQIPy35hOv9cLe9rPX,1717,sk,0.463,0.706,6.0,-6.74,0.0,0.341,0.156,0.0,0.109,0.18,82.898,166265.0,4.0
Kosandra,Miyagi & Andy Panda,4CeBKWWLXMrQMFsP0Q0K3V,1714,sk,0.596,0.738,4.0,-9.567,0.0,0.231,0.583,0.0,0.118,0.164,141.91,221378.0,4.0
Acapulco,Jason Derulo,3eJH2nAjvNXdmPfBkALiPZ,1701,sk,0.774,0.792,10.0,-4.021,1.0,0.0523,0.051,0.0,0.155,0.507,122.062,139672.0,4.0
AKM,Rytmus,3Yn1eOU2fLwJeuBmONmrk2,1700,sk,0.752,0.69,11.0,-4.892,0.0,0.197,0.189,0.0,0.34,0.492,127.983,266213.0,4.0
Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,1698,sk,0.588,0.521,10.0,-9.461,1.0,0.0329,0.0678,0.149,0.123,0.337,85.012,260173.0,4.0
Roses - Imanbek Remix,SAINt JHN,0zLCBJZSiELJf02ucPP9wb,1686,sk,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867.0,4.0
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,1681,sk,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,169266.0,4.0
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,1678,sk,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,4.0
Celý Bank,"Momo, Refew",2My8ty0g6ETALiaSptKxco,1675,sk,0.664,0.715,11.0,-4.963,0.0,0.24,0.393,1.18e-05,0.119,0.448,174.046,161034.0,4.0
MY,Samey,1rWrrEAVMu8E0uP9rBFpWo,1670,sk,0.501,0.46,1.0,-9.459,0.0,0.283,0.294,0.0,0.0885,0.157,99.563,170700.0,4.0
Riptide,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,1665,sk,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,4.0
BodyBag,Yzomandias,3fBpzO81OXrmZPKL0KG8LF,1652,sk,0.876,0.606,8.0,-8.895,0.0,0.13,0.642,7.43e-06,0.349,0.911,112.051,175714.0,4.0
Thunder,"Gabry Ponte, LUM!X, Prezioso",2USlegnFJLrVLpoVfPimKB,1650,sk,0.67,0.896,1.0,-4.673,1.0,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000.0,3.0
IDEAS,"Shimmi, Nik Tendo",2Cd83BSsa6D8OHxdED9q50,1640,sk,0.755,0.643,2.0,-6.325,1.0,0.068,0.0236,0.0,0.118,0.453,140.001,212571.0,4.0
Budeme tam,"Gleb, Vi3e",5pSEse8fr1opKtKge6QOkJ,1638,sk,0.878,0.872,8.0,-4.905,1.0,0.278,0.324,0.0,0.199,0.551,136.026,224000.0,4.0
FACKA,"Frayer Flexking, Smack, Shimmi",1qvR92asjJwuWR2TYzXklS,1635,sk,0.659,0.762,7.0,-6.551,1.0,0.272,0.0199,0.0,0.107,0.383,90.012,219000.0,4.0
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,1634,sk,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,4.0
we fell in love in october,girl in red,1BYZxKSf0aTxp8ZFoeyM3d,1631,sk,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.959,184154.0,4.0
Because You Move Me,"Tinlicker, Helsloot",1F80MEkZA9yTlpMQp9dhht,1615,sk,0.789,0.435,2.0,-9.506,0.0,0.149,0.691,0.0395,0.107,0.166,122.997,196373.0,4.0
"jealousy, jealousy",Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,1603,sk,0.695,0.575,10.0,-6.334,0.0,0.116,0.198,0.0,0.0614,0.699,163.929,173160.0,4.0
My Head & My Heart,Ava Max,1KixkQVDUHggZMU9dUobgm,1600,sk,0.614,0.934,9.0,-3.709,0.0,0.07,0.0697,0.0,0.121,0.436,116.001,174760.0,4.0
Lingo,"Nik Tendo, Shimmi",6g8h4gFjZhlNOsJ93L4Ghg,1573,sk,0.538,0.505,9.0,-9.199,1.0,0.119,0.352,0.0,0.139,0.225,119.926,188000.0,4.0
Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ,1568,sk,0.785,0.903,2.0,-4.184,1.0,0.21,0.258,0.0,0.169,0.565,139.98,193234.0,4.0
Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,1556,sk,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290.0,4.0
The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU,1552,sk,0.544,0.369,2.0,-9.514,1.0,0.038,0.969,0.279,0.639,0.102,87.01,208212.0,3.0
Budem se mít fajn,Sergei Barracuda,5NQcfF7hmtN7jAAh5kGfQI,1550,sk,0.569,0.616,4.0,-7.765,0.0,0.519,0.249,1.43e-06,0.148,0.168,97.661,215523.0,4.0
Venom - Music From The Motion Picture,Eminem,2SL6oP2YAEQbqsrkOzRGO4,1541,sk,0.749,0.794,0.0,-5.063,1.0,0.064,0.0193,0.0,0.543,0.46,135.959,269554.0,4.0
Origami,"Separ, Ben Cristovao",2uHIV1L98tHyoqjOQ67QCx,1535,sk,0.76,0.849,2.0,-4.216,1.0,0.293,0.474,0.0,0.0674,0.654,150.072,230000.0,4.0
Kardio,DMS,3Q3D1HLzc9mMGB0rN0DlGN,1534,sk,0.848,0.627,5.0,-6.319,0.0,0.305,0.185,0.0,0.0562,0.771,87.958,212727.0,4.0
Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,1533,sk,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,190306.0,4.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,4gzsuuZypVbxs0Af1LSZyB,35694,sv,0.639,0.703,4.0,-6.33,0.0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301.0,4.0
Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS,21837,sv,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,206710.0,4.0
Volví,"Aventura, Bad Bunny",2vmfvSoZBFAt9hhRoEByLi,17770,sv,0.725,0.86,1.0,-3.726,1.0,0.182,0.422,0.000284,0.0674,0.791,175.896,230125.0,4.0
AM Remix,"Nio Garcia, J Balvin, Bad Bunny",05bfbizlM5AX6Mf1RRyMho,14446,sv,0.743,0.655,6.0,-5.015,0.0,0.159,0.114,0.0,0.0764,0.785,172.031,261335.0,4.0
Volando - Remix,"Mora, Bad Bunny, Sech",0G2zPzWqVjR68iNPmx2TBe,13449,sv,0.659,0.688,6.0,-4.649,1.0,0.0673,0.207,0.0,0.113,0.632,153.979,273474.0,4.0
Todo De Ti,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,13434,sv,0.78,0.719,3.0,-3.613,0.0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604.0,4.0
Pepas,Farruko,2B4GHvToeLTOBB4QLzW3Ni,12584,sv,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120.0,4.0
Sobrio,Maluma,4HzqWEdAbzcVFDv0pvxV4w,12355,sv,0.762,0.77,5.0,-2.758,1.0,0.223,0.138,0.0,0.15,0.631,177.998,201181.0,4.0
DÁKITI,"Bad Bunny, Jhay Cortez",4MzXwWMhyBbmu6hOcLVD49,11894,sv,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,4.0
